ts,symbol,open,high,low,close,volume,rsi14,ema12,ema26,enter,enter_at
2025-05-28 16:00:00+02:00,MSFT,461.2200012207031,462.5199890136719,460.3500061035156,460.45001220703125,2471409,,,,False,False
2025-05-28 17:00:00+02:00,MSFT,460.4100036621094,460.5299987792969,459.1600036621094,459.8399963378906,1561664,,,,False,False
2025-05-28 18:00:00+02:00,MSFT,459.8500061035156,459.8900146484375,458.2976989746094,458.78759765625,1579656,,,,False,False
2025-05-28 19:00:00+02:00,MSFT,458.7799987792969,459.0299987792969,457.84930419921875,458.1449890136719,1173755,,,,False,False
2025-05-28 20:00:00+02:00,MSFT,458.1300048828125,458.2250061035156,457.1343078613281,457.760009765625,1030592,,,,False,False
2025-05-28 21:00:00+02:00,MSFT,457.8204040527344,458.7300109863281,456.94000244140625,458.5,1054021,,,,False,False
2025-05-28 22:00:00+02:00,MSFT,458.4800109863281,458.8999938964844,457.04998779296875,457.3800048828125,2505717,,,,False,False
2025-05-29 16:00:00+02:00,MSFT,461.510009765625,461.7200012207031,457.70001220703125,457.7909851074219,2542502,,,,False,False
2025-05-29 17:00:00+02:00,MSFT,457.4742126464844,459.9100036621094,456.760009765625,459.2250061035156,1386134,,,,False,False
2025-05-29 18:00:00+02:00,MSFT,459.2300109863281,459.45001220703125,455.31048583984375,456.7799987792969,1214643,,,,False,False
2025-05-29 19:00:00+02:00,MSFT,456.720703125,459.55999755859375,456.720703125,458.9100036621094,1091692,,,,False,False
2025-05-29 20:00:00+02:00,MSFT,458.9100036621094,459.1199951171875,458.0,458.42999267578125,926769,,458.5994208074477,,False,False
2025-05-29 21:00:00+02:00,MSFT,458.44000244140625,458.6300048828125,457.2799987792969,458.30609130859375,950407,,458.5542931922394,,False,False
2025-05-29 22:00:00+02:00,MSFT,458.2701110839844,459.9700012207031,457.5299987792969,458.45001220703125,2327662,,458.53824996374584,,False,False
2025-05-30 16:00:00+02:00,MSFT,459.7149963378906,460.0,457.60009765625,459.0899963378906,1536593,35.9257664060073,458.6231340213066,,False,False
2025-05-30 17:00:00+02:00,MSFT,459.06500244140625,460.2149963378906,458.44000244140625,458.8399963378906,1415698,35.05654447239486,458.65649745462724,,False,False
2025-05-30 18:00:00+02:00,MSFT,458.8349914550781,459.6549987792969,458.3500061035156,458.95001220703125,982348,35.79276615511972,458.7016535703817,,False,False
2025-05-30 19:00:00+02:00,MSFT,459.010009765625,459.760009765625,455.5400085449219,456.6300048828125,1669134,28.464577273010804,458.3829383876788,,False,False
2025-05-30 20:00:00+02:00,MSFT,456.69000244140625,457.8349914550781,456.5799865722656,457.5350036621094,1081730,34.1300006658939,458.25248689143734,,False,False
2025-05-30 21:00:00+02:00,MSFT,457.55499267578125,459.989990234375,457.25,459.8924865722656,1298841,46.10431067373695,458.5047945346417,,False,False
2025-05-30 22:00:00+02:00,MSFT,459.8949890136719,461.67999267578125,458.6700134277344,459.5899963378906,6057635,44.974573597975734,458.67174865821846,,False,False
2025-06-02 16:00:00+02:00,MSFT,457.0,461.1400146484375,456.8900146484375,459.32000732421875,2689507,43.93964168975272,458.77148076068005,,False,False
2025-06-02 17:00:00+02:00,MSFT,459.2699890136719,461.4100036621094,458.3699951171875,461.0299987792969,1814811,51.544942057374456,459.1189450712365,,False,False
2025-06-02 18:00:00+02:00,MSFT,460.92999267578125,461.4800109863281,460.0,461.04998779296875,1780621,51.62755358672253,459.4160285668876,,False,False
2025-06-02 19:00:00+02:00,MSFT,461.0,462.05999755859375,460.5799865722656,461.6099853515625,1291068,53.99399376750563,459.7535603799145,,False,False
2025-06-02 20:00:00+02:00,MSFT,461.614990234375,462.03179931640625,460.23748779296875,460.43499755859375,1227103,48.619474283844355,459.8583968689421,459.49679301245305,False,False
2025-06-02 21:00:00+02:00,MSFT,460.4599914550781,461.7799072265625,460.19000244140625,461.70001220703125,1029595,53.93572344988393,460.14172230557125,459.6599944342737,False,False
2025-06-02 22:00:00+02:00,MSFT,461.7077941894531,462.1099853515625,460.92999267578125,462.0199890136719,2257007,55.198444740841964,460.43068641450986,459.83480884756244,False,False
2025-06-03 16:00:00+02:00,MSFT,461.4700012207031,464.114990234375,461.3500061035156,462.7749938964844,2723701,58.115926222909835,460.7913491040444,460.05260033266774,False,False
2025-06-03 17:00:00+02:00,MSFT,462.79998779296875,463.2300109863281,460.8622131347656,462.4649963378906,1936595,56.489348645135124,461.0488332938669,460.2312963330546,True,False
2025-06-03 18:00:00+02:00,MSFT,462.42999267578125,462.8500061035156,462.0,462.19000244140625,1686858,55.018269599952006,461.2243977781037,460.376385674414,False,True
2025-06-03 19:00:00+02:00,MSFT,462.2099914550781,463.1000061035156,462.010009765625,462.5849914550781,885358,56.76008034475062,461.4337198822536,460.53998610261135,False,False
2025-06-03 20:00:00+02:00,MSFT,462.5895080566406,463.3900146484375,461.92999267578125,462.5799865722656,1049233,56.73010446274823,461.61006860379393,460.6910972485117,False,False
2025-06-03 21:00:00+02:00,MSFT,462.60931396484375,463.57000732421875,461.7850036621094,463.33990478515625,1219925,60.16964746081296,461.8761972470804,460.8873052141891,False,False
2025-06-03 22:00:00+02:00,MSFT,463.2900085449219,463.6199951171875,462.6600036621094,463.1400146484375,2595741,58.84460217169437,462.07063069344304,461.05417257968895,False,False
2025-06-04 16:00:00+02:00,MSFT,464.0,465.6400146484375,463.0201110839844,465.3800048828125,2379819,67.48567147527675,462.5797651841153,461.37460460214254,False,False
2025-06-04 17:00:00+02:00,MSFT,465.4200134277344,465.5299987792969,463.7699890136719,465.0050048828125,1799291,65.02425067396153,462.95287898391484,461.6435231414514,True,False
2025-06-04 18:00:00+02:00,MSFT,465.010009765625,465.1499938964844,464.3900146484375,464.57000732421875,1087930,62.190643903139126,463.20166795934625,461.8602997475823,False,True
2025-06-04 19:00:00+02:00,MSFT,464.5199890136719,464.6000061035156,463.6650085449219,464.2699890136719,1265241,60.2407967980871,463.3660250446271,462.03879524877414,False,False
2025-06-04 20:00:00+02:00,MSFT,464.2699890136719,465.1000061035156,464.1400146484375,464.7699890136719,749871,62.35888901519914,463.58201950140324,462.2411058980258,False,False
2025-06-04 21:00:00+02:00,MSFT,464.69500732421875,464.92999267578125,464.1700134277344,464.42999267578125,883472,60.01749774249682,463.712476912846,462.40324565934105,False,False
2025-06-04 22:00:00+02:00,MSFT,464.3699951171875,464.6600036621094,463.2699890136719,463.8890075683594,2132767,56.38947947157817,463.73963547523266,462.5133020970461,False,False
2025-06-05 16:00:00+02:00,MSFT,465.0,467.3599853515625,464.2900085449219,465.17498779296875,1852373,62.2337359836146,463.9604589087305,462.7104640004478,False,False
2025-06-05 17:00:00+02:00,MSFT,465.2298889160156,467.4798889160156,464.44000244140625,466.7560119628906,1943633,67.92483120368513,464.39054399398594,463.0101342198881,True,False
2025-06-05 18:00:00+02:00,MSFT,466.7650146484375,468.7492980957031,466.5899963378906,468.54559326171875,1858765,72.90242895519471,465.0297823428679,463.4201682229866,False,True
2025-06-05 19:00:00+02:00,MSFT,468.55999755859375,468.681884765625,466.24310302734375,466.7300109863281,2065356,62.33369628980042,465.2913559803233,463.6653417610119,False,False
2025-06-05 20:00:00+02:00,MSFT,466.6400146484375,467.989990234375,466.4100036621094,467.635009765625,1298523,65.05328956290015,465.65191810113896,463.95939124283507,False,False
2025-06-05 21:00:00+02:00,MSFT,467.55999755859375,469.6499938964844,466.4800109863281,469.30999755859375,2299621,69.44984637237427,466.214699556132,464.3557324514098,False,False
2025-06-05 22:00:00+02:00,MSFT,469.3399963378906,469.54888916015625,466.7749938964844,467.6099853515625,3287861,61.05432113821145,466.42935890927515,464.5967882217914,False,False
