ts,equity
2025-05-28 16:00:00+02:00,1.0
2025-05-28 17:00:00+02:00,1.0
2025-05-28 18:00:00+02:00,1.0
2025-05-28 19:00:00+02:00,1.0
2025-05-28 20:00:00+02:00,1.0
2025-05-28 21:00:00+02:00,1.0
2025-05-28 22:00:00+02:00,1.0
2025-05-29 16:00:00+02:00,1.0
2025-05-29 17:00:00+02:00,1.0
2025-05-29 18:00:00+02:00,1.0
2025-05-29 19:00:00+02:00,1.0
2025-05-29 20:00:00+02:00,1.0
2025-05-29 21:00:00+02:00,1.0
2025-05-29 22:00:00+02:00,1.0
2025-05-30 16:00:00+02:00,1.0
2025-05-30 17:00:00+02:00,1.0
2025-05-30 18:00:00+02:00,1.0
2025-05-30 19:00:00+02:00,1.0
2025-05-30 20:00:00+02:00,1.0
2025-05-30 21:00:00+02:00,1.0
2025-05-30 22:00:00+02:00,1.0
2025-06-02 16:00:00+02:00,1.0
2025-06-02 17:00:00+02:00,1.0
2025-06-02 18:00:00+02:00,1.0
2025-06-02 19:00:00+02:00,1.0
2025-06-02 20:00:00+02:00,1.0
2025-06-02 21:00:00+02:00,1.0
2025-06-02 22:00:00+02:00,1.0
2025-06-03 16:00:00+02:00,1.0
2025-06-03 17:00:00+02:00,1.0
2025-06-03 18:00:00+02:00,1.0
2025-06-03 19:00:00+02:00,1.0
2025-06-03 20:00:00+02:00,1.0
2025-06-03 21:00:00+02:00,1.0
2025-06-03 22:00:00+02:00,1.0
2025-06-04 16:00:00+02:00,1.0
2025-06-04 17:00:00+02:00,1.0
2025-06-04 18:00:00+02:00,1.0
2025-06-04 19:00:00+02:00,1.0
2025-06-04 20:00:00+02:00,1.0
2025-06-04 21:00:00+02:00,1.0
2025-06-04 22:00:00+02:00,1.0
2025-06-05 16:00:00+02:00,1.0
2025-06-05 17:00:00+02:00,1.0
2025-06-05 18:00:00+02:00,1.0
2025-06-05 19:00:00+02:00,1.0
2025-06-05 20:00:00+02:00,1.0
2025-06-05 21:00:00+02:00,1.0
2025-06-05 22:00:00+02:00,1.0
2025-06-06 16:00:00+02:00,1.0
2025-06-06 17:00:00+02:00,1.0
2025-06-06 18:00:00+02:00,1.0
2025-06-06 19:00:00+02:00,1.0
2025-06-06 20:00:00+02:00,1.0
2025-06-06 21:00:00+02:00,1.0
2025-06-06 22:00:00+02:00,1.0
2025-06-09 16:00:00+02:00,1.0
2025-06-09 17:00:00+02:00,1.0
2025-06-09 18:00:00+02:00,1.0
2025-06-09 19:00:00+02:00,1.0
2025-06-09 20:00:00+02:00,0.9879869269692643
2025-06-09 21:00:00+02:00,0.9879869269692643
