value,adx_min,rsi2_max,rsi14_exit,sl_atr,tp_atr,use_second_hour,Sharpe,CAGR,MaxDD,Trades
2.358919846576368,15.859186953359591,7.651372307303301,63.208320402708935,1.678554247838409,1.3699144194324409,False,2.358919846576368,0.14262182120994993,-0.012142393288781084,15
2.223510564028914,15.115873370798706,5.850149662166163,61.102648504550054,1.6468586577982272,1.3055012970081314,False,2.223510564028914,0.12645961226629976,-0.010922578606269995,13
2.135618002746589,19.9710605508795,5.914451767642206,66.59295634791019,1.3117335168302926,1.2062840487907764,False,2.135618002746589,0.11522746605662904,-0.00899434470643734,9
2.1346658997652663,20.451633390639852,7.9853046146563695,59.16964333854864,1.660049373942893,1.4537673727175084,False,2.1346658997652663,0.12161918975486441,-0.012142393288781084,9
2.109494485114858,18.6613374655791,7.957386170075075,60.608007948269716,1.7174294165656878,1.9636193545099252,False,2.109494485114858,0.12629025424393814,-0.012142393288781084,11
2.0140261276317957,15.60643085200839,7.638614837019755,57.548368324654994,1.8818634024973722,1.502426766727457,False,2.0140261276317957,0.12146219150739457,-0.012142393288781084,15
1.8632168066605217,17.174419280665948,6.120810973029067,58.78949484735162,1.8990385721896483,1.3403570223850791,False,1.8632168066605217,0.10356958577044528,-0.011992108642449373,12
1.823725908271167,15.943904370583772,6.361043153849431,57.8925701696401,1.9019503771129456,1.6360908191625498,False,1.823725908271167,0.10281580047249683,-0.010922578606269995,13
1.812803520871564,11.531578469486913,9.000472529709988,57.816128093988354,1.9459580658941935,1.9499038595406497,False,1.812803520871564,0.11210294189361569,-0.013186086206642411,20
1.7703085396934053,15.549704861543997,5.087736682085954,55.756822595896494,1.713349090238491,1.6769749682941244,False,1.7703085396934053,0.09492328705028719,-0.01092257860626944,10
1.7392638796415754,19.191880750801893,7.0793148847478164,59.308169425961246,1.6438224880360564,1.2710732487980334,False,1.7392638796415754,0.09399413264452261,-0.012142393288781084,10
1.7146540636254408,12.378332576254532,9.531812686887626,55.21420964944115,1.9589935961028162,1.6890453301619475,False,1.7146540636254408,0.10113055597265475,-0.012904319774751372,22
1.6951871333952366,17.063526295488288,7.524247878499608,60.81397829035016,1.4609987589523397,1.3093951628959137,False,1.6951871333952366,0.10003650649257878,-0.01544127873302259,14
1.6690906008025412,25.178705976158668,14.07380302964053,56.48167115579075,2.329933869436223,2.975604975755357,False,1.6690906008025412,0.1084851247342482,-0.013647899111584039,15
1.6416116332736412,21.5095892896377,8.019294222761662,60.775849678838256,1.5984261330790352,1.9330169022010688,False,1.6416116332736412,0.09486714045791866,-0.01643453111288451,8
1.616175888789212,16.730042978260357,7.571415133679437,63.35968304237281,1.8204330707336025,1.3888032120466687,False,1.616175888789212,0.094602759366619,-0.012142393288781084,14
1.5241861158210581,12.263143597687234,5.16587187647532,55.53310958435763,2.007614042894874,1.7484297886298203,False,1.5241861158210581,0.08166608484493754,-0.01092257860626944,11
1.4733261851097184,20.335254046908208,6.694850515272323,57.681539129452815,1.7331063516002783,1.5869993942172342,False,1.4733261851097184,0.0790633898288422,-0.012820912084061109,9
1.4501958512005648,16.77875732109119,6.118894810154167,60.2828497858133,1.8789109817612717,1.393874558728395,False,1.4501958512005648,0.07975807121741663,-0.012670730662077245,12
1.44933628741807,12.377199967560315,5.608849051672433,55.70236994671134,2.072679898301791,1.7668471181345826,False,1.44933628741807,0.0785263672684029,-0.01092257860626944,12
1.44933628741807,12.361500778360256,5.397691543691436,56.081224286777946,2.077693130009596,1.8120558488796208,False,1.44933628741807,0.0785263672684029,-0.01092257860626944,12
1.3385291528268932,18.862259536032592,7.158188963226917,64.73525531039034,1.7293501870324917,2.0094553785850455,False,1.3385291528268932,0.07166686791564025,-0.014424543504581111,10
1.3307272470892455,17.98618931814057,6.530724769110355,59.54329246719965,1.9276655353202157,1.6505339007291273,False,1.3307272470892455,0.07165616089413507,-0.014426870999235342,10
1.203381277679076,12.183811284190721,6.78906490122101,58.3436594807136,2.3626374071809755,2.15613818237365,False,1.203381277679076,0.06752839923713694,-0.015325490763883343,15
1.0823291315171075,13.455690123918172,11.592229265520766,51.50569661285553,1.6875826659092334,1.276728854373614,False,1.0823291315171075,0.06947442261053416,-0.014686151415807647,30
